CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
01258;468;1235;25410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01259;265;725;23790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01260;107;302;26450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01261;247;678;27120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01262;2916;6868;22780;62;12;s;s;12;s;s;s;s;24;79,4;72,4;2,9;4,1;23,3;7,7;5,8;2,4;2,2;1,2;-16,2;12550;38580;3,1
01263;1599;3818;24320;66;6;s;s;s;s;s;s;s;s;74,9;69,3;2,2;3,4;28,8;9,9;3,8;1,9;1,2;0,7;-17,4;15090;39360;2,6
01264;401;1011;24080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01265;1531;3580;19770;53;17;s;s;s;s;s;s;s;28;73,5;67,8;3,5;2,2;25,9;7,7;7,1;2,9;2,7;1,5;-14,2;11240;32970;2,9
01266;1188;2402;21720;54;10;s;s;s;s;s;s;s;s;63,3;57,5;2,2;3,6;37;8,2;5,5;1,9;2,4;1,2;-14;13280;32730;2,5
01267;403;998;23400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01268;106;250;23680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01269;1418;3125;17870;49;27;s;34;34;s;s;s;s;36;70,5;63,1;3,8;3,6;25,7;8,8;9;3,4;3,3;2,3;-14;9410;32390;3,4
01272;646;1456;22300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01273;701;1698;21690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01274;239;604;20050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01275;1006;2532;29160;77;s;s;s;s;s;s;s;s;s;81;72,2;2,6;6,2;23,9;16,9;2,4;1,1;0,9;0,4;-24,2;15810;57300;3,6
01276;541;1488;26110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01277;59;113;23650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01279;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01280;78;156;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01281;1550;3831;36440;51;16;s;s;s;s;s;s;11;23;89;84,6;2,8;1,6;18,8;7,7;1,6;0,5;0,7;0,4;-17,1;9120;82280;9
01282;101;250;24200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01283;9401;22802;17510;46;27;28;32;35;26;20;12;9;39;67,8;61;4,2;2,6;28,1;8,4;9,8;4;3,6;2,2;-14,1;9600;31000;3,2
01284;273;680;21800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01285;483;1329;28340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01286;407;997;25240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01288;928;2351;39260;54;9;s;s;s;s;s;s;s;s;94,4;89,7;2,6;2,1;14,1;6,4;1;0,4;0,4;0,2;-15,9;14570;72630;5
01289;2707;6044;23350;63;9;s;s;s;s;s;s;s;20;64,3;58,5;2,3;3,5;37,9;9,8;4,4;1,8;1,7;0,9;-16,4;13500;38340;2,8
01290;558;1342;26260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01291;340;847;23280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01293;61;148;24720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01294;358;880;22200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01295;225;641;23140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01296;155;374;22140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01297;329;929;26580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01298;59;141;30220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01299;204;524;23660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01301;1115;2602;23680;66;s;s;s;s;s;s;s;s;s;71,6;63,6;2;6;31,9;9,5;3,7;1,9;1,2;0,6;-16,7;15710;38800;2,5
01302;73;167;26260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01303;744;1658;21520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01304;1167;2765;21650;57;11;s;s;s;s;s;s;s;28;77,3;68,3;2,8;6,2;25,6;5,7;6,2;2,8;2,3;1,1;-14,8;12590;34760;2,8
01305;1052;1998;19700;50;14;s;s;s;s;s;s;s;20;60,9;54,2;2,7;4;34,9;10,9;7,4;2,1;3,4;1,9;-14,1;12170;32610;2,7
01306;685;1366;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01307;376;867;21760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01308;286;668;36390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01309;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01310;53;130;23210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01311;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01313;3012;7518;41270;51;14;s;14;15;16;s;s;9;22;89,8;84,8;2,9;2,1;15,8;7,6;1,2;0,4;0,5;0,3;-14,4;10010;94110;9,4
01314;718;1748;23320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01317;136;340;23220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01318;255;767;27790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01319;179;465;23610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01320;1580;3929;23510;64;6;s;s;s;s;s;s;s;s;72,7;66,9;2,6;3,2;28,4;11,2;3,9;2,1;1,1;0,7;-16,2;14910;37520;2,5
01321;337;902;25930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01322;1837;4948;27390;75;5;s;s;s;s;s;s;s;s;80,2;72;2,9;5,3;22,4;14,4;3,1;1,7;0,9;0,5;-20,1;16370;46540;2,8
01323;401;947;22140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01325;416;1110;25590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01328;195;492;24540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01329;77;145;18800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01330;80;171;23190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01331;77;172;22580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01332;306;795;23600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01333;1417;3390;25260;70;s;s;s;s;s;s;s;s;s;74,1;68,8;2,5;2,8;30,6;8,2;3,5;1,8;1,1;0,6;-16,4;15930;39100;2,5
01334;244;655;23330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01335;132;381;22860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01336;482;1184;22710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01337;521;1289;22080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01338;522;1270;21900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01339;580;1496;31160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01342;194;536;27910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01343;717;1825;22600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01344;2593;6050;24430;67;8;s;s;s;s;s;s;s;20;66,5;60,1;1,9;4,5;36,7;9,7;4,4;1,9;1,6;0,9;-17,3;14180;39760;2,8
01345;967;2240;22620;60;s;s;s;s;s;s;s;s;s;68,9;64;2,9;2;32,7;8,7;4,6;2,1;1,7;0,8;-14,9;13950;35540;2,5
01346;345;857;22650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01347;789;2107;27750;72;s;s;s;s;s;s;s;s;s;80,9;71,7;2,6;6,6;23,7;12,1;2,7;1,6;0,7;0,4;-19,4;16610;44340;2,7
01348;1193;2808;22410;58;10;s;s;s;s;s;s;s;s;72,6;65,1;2,4;5,1;29,3;8,6;4,6;2,2;1,6;0,8;-15,1;13160;34450;2,6
01349;207;566;25260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01350;1082;2482;23320;62;s;s;s;s;s;s;s;s;s;69;62,4;2,1;4,5;33,1;8,9;4,2;1,9;1,5;0,8;-15,2;14750;36140;2,5
01351;590;1598;22190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01352;227;533;21080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01353;627;1737;26480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01354;4432;10850;29370;44;19;29;20;20;20;s;s;11;28;89,2;84,4;2,8;2;16,2;5,9;2,3;0,9;0,8;0,6;-13,6;7990;74580;9,3
01355;204;510;22220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01356;79;206;25290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01357;206;482;20790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01358;184;428;22970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01359;101;254;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01360;687;1713;38990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01361;625;1685;27210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01362;294;846;27390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01363;774;1756;23040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01364;328;719;22040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01365;462;1141;23940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01366;410;1103;24220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01367;305;638;20880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01368;317;854;22100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01369;379;931;25610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01370;901;1522;18660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01371;466;1229;24640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01372;175;412;24760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01373;422;991;23520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01374;774;1876;24610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01375;320;807;23970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01376;1545;3724;22630;61;10;s;s;s;s;s;s;s;22;76,8;70,8;3,3;2,7;25,9;7,9;5,4;2,4;2;1;-16;13170;37070;2,8
01378;1058;2757;26740;73;s;s;s;s;s;s;s;s;s;82,7;74,6;2,6;5,5;21,3;11;2,8;1,6;0,8;0,4;-17,8;17310;41720;2,4
01379;310;781;22240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01380;282;596;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01381;329;873;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01382;92;225;25090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01383;592;1457;21970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01384;934;2022;18900;46;21;s;s;s;s;s;s;s;36;68;60,8;3,7;3,5;29,5;6,1;8,9;3,2;3,8;1,9;-12,5;10370;29870;2,9
01385;395;915;25660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01386;484;1139;25650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01387;87;248;22650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01388;472;973;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01389;748;1741;23000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01390;487;1209;23830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01391;139;307;22770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01392;263;692;25020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01393;200;528;25030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01396;434;952;20150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01397;368;910;40590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01398;538;1435;24680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01399;747;1928;40960;56;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01400;62;137;21090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01401;741;1903;41210;50;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01402;296;696;21890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01403;563;1292;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01404;69;125;24040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01405;484;1209;21680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01406;79;180;21110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01407;421;899;22600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01408;278;646;22530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01410;132;329;25300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01411;124;265;23250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01412;200;507;23640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01415;207;440;21980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01416;420;874;19300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01418;374;1077;29970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01419;2204;5469;36890;53;14;s;s;16;s;s;s;11;20;87,1;81,9;3;2,2;19,2;8,9;1,2;0,4;0,5;0,3;-16,4;10240;82690;8,1
01420;786;1468;18900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01421;325;758;22330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01422;561;1340;24860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01423;419;1222;26110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01424;650;1768;30170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01425;115;282;24280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01426;1041;2490;22890;63;s;s;s;s;s;s;s;s;s;74,4;66,1;2,3;6;29,2;8,5;4,1;2,1;1,3;0,7;-16,2;14410;36740;2,5
01427;2919;6942;22100;62;11;s;s;14;s;s;s;s;20;78,5;71;3,5;4;23,9;8,1;6,1;2,8;2,1;1,2;-16,6;12620;37740;3
01428;43;118;23540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01429;281;722;23170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01430;257;585;22680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01431;552;1256;23780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01432;140;319;22390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01433;104;281;19990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01434;180;514;24210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01435;773;1999;38060;59;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01436;192;456;38190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01437;85;209;19970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01439;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01441;279;728;22920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01443;2070;4674;23010;60;8;s;s;s;s;s;s;s;17;74,5;69,1;2,5;2,9;28,6;7,4;4,7;2,1;1,6;1;-15,2;14070;35910;2,6
01444;528;1228;21310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01445;244;647;21740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01446;584;1647;24550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01447;523;1216;21570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01448;145;357;30310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01449;288;773;25300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01450;1451;3799;25610;69;s;s;s;s;s;s;s;s;s;82,8;73,9;2,7;6,2;23,6;7,9;3,5;1,9;1,1;0,5;-17,8;15730;40970;2,6
01451;2683;6532;24190;67;7;s;s;s;s;s;s;s;18;70,7;64,4;2,3;4;31,4;10;4,3;2,1;1,4;0,8;-16,4;14270;38710;2,7
01452;480;1025;19830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01453;315;666;22120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01454;422;1076;21930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01456;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01457;1265;2924;20780;50;12;s;s;s;s;s;s;s;26;62,2;56,1;2,5;3,6;35,1;11;5,6;2,8;1,7;1,1;-13,9;12550;33560;2,7
02001;191;500;20190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02002;242;617;19990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02003;415;1015;22210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02004;80;182;19760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02005;151;399;23250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02006;114;257;22080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02007;49;111;22630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02008;118;319;20180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02009;196;523;21250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02010;64;165;21600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02011;482;1209;22820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02012;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02013;153;386;21080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02014;292;731;21950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02015;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02016;83;217;20110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02017;113;289;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02018;1088;2522;19860;50;16;s;s;s;s;s;s;s;29;62,9;56,6;2,6;3,7;36,2;6,7;7,7;3,2;3;1,5;-13,5;11470;32470;2,8
02019;157;362;19510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02020;185;450;19930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02021;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02022;171;425;20810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02023;46;107;21910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02024;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02025;130;340;22360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02027;94;212;18780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02028;1082;2601;21760;59;12;s;s;s;s;s;s;s;26;70,5;64,5;2,7;3,3;32,6;5,5;5,7;2,5;2,1;1,1;-14,3;12810;33290;2,6
02029;142;359;23260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02030;111;260;19130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02031;268;607;17450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02032;91;231;18880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02033;47;101;22730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02034;43;109;20000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02035;98;272;17650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02036;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02037;543;1359;21000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02038;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02039;56;148;19730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02040;65;173;19470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02041;348;863;22060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02042;160;376;22600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02043;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02044;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02046;238;558;21470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02047;49;116;22450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02048;52;119;19620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
