Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,winner
80062,Beaucamps-le-Vieux,1.0,LNC,M,THIVERNY,François,VIVRE A BEAUCAMPS,11.0,0.0,2.0,295.0,28.2,40.58,yes
80131,Boves,2.0,LNC,F,COPPENS,Nathalie,LES REFLETS DE BOVES,5.0,0.0,0.0,616.0,25.1,47.64,no
80131,Boves,1.0,LNC,F,VANDEPITTE,Maryse,AGIR ENSEMBLE POUR BOVES,18.0,0.0,2.0,677.0,27.59,52.36,yes
80190,Chépy,1.0,LNC,M,MONGIN,David,"Chépy ensemble ça passe, sauvons notre parc !",1.0,0.0,0.0,116.0,13.02,19.33,no
80190,Chépy,3.0,LNC,M,DRUET,Pascal,ECOUTER - AGIR - EVOLUER,3.0,0.0,0.0,217.0,24.35,36.17,no
80190,Chépy,2.0,LNC,M,VANDENBULCKE,Denis,"CHEPY, UNE PASSION COMMUNE",11.0,0.0,2.0,267.0,29.97,44.5,yes
80211,Conty,1.0,LNC,M,BOHIN,Pascal,ENSEMBLE,13.0,0.0,3.0,263.0,21.77,33.94,yes
80211,Conty,4.0,LNC,M,MANCAUX,Christophe,Conty 20/20 : Changeons Ensemble !,2.0,0.0,0.0,197.0,16.31,25.42,no
80211,Conty,2.0,LNC,F,VAN OOTEGHEM,Clarisse,Nouvelle dynamique pour CONTY - LUZIÈRES - WAILLY,3.0,0.0,1.0,224.0,18.54,28.9,no
80211,Conty,3.0,LNC,M,GOUDEMAND,Jérôme,OSONS AUTREMENT,1.0,0.0,0.0,91.0,7.53,11.74,no
80240,Doingt,2.0,LNC,M,HELFRIED,Romuald,Doingt Flamicourt autrement.,12.0,0.0,2.0,351.0,31.56,50.36,yes
80240,Doingt,1.0,LNC,M,GUYOT,Thomas,"DOINGT-FLAMICOURT, NOTRE VILLAGE, VOUS ET NOUS",0.0,0.0,0.0,81.0,7.28,11.62,no
80240,Doingt,3.0,LNC,M,LELIEUR,Francis,Ensemble la volonté de réussir.,3.0,0.0,1.0,264.0,23.74,37.88,no
80253,Doullens,3.0,LDIV,M,NGASSAM,William,DOULLENS EN MOUVEMENT,1.0,0.0,0.0,160.0,3.68,8.28,no
80253,Doullens,1.0,LDVD,F,DELESTRÉ,Fanny,Agir pour Doullens Aujourd'hui et Demain,2.0,0.0,1.0,318.0,7.32,16.46,no
80253,Doullens,4.0,LDVG,M,DELAMOTTE,Romain,"Doullens en grand, Doullens ensemble",4.0,0.0,2.0,542.0,12.47,28.05,no
80253,Doullens,2.0,LDIV,F,HIVER,Christelle,UNE NOUVELLE DYNAMIQUE POUR DOULLENS,22.0,0.0,11.0,912.0,20.99,47.2,yes
80296,L'Etoile,1.0,LNC,M,DELOHEN,Michel,L'EXPERIENCE POUR L'AVENIR DE NOTRE COMMUNE,3.0,0.0,0.0,210.0,25.21,36.21,no
80296,L'Etoile,3.0,LNC,F,DUBOS,Astrid,BOUGER AVEC VOUS,1.0,0.0,0.0,96.0,11.52,16.55,no
80296,L'Etoile,2.0,LNC,M,TIRMARCHE,Ghislain,POUR QUE L'ETOILE BRILLE,11.0,0.0,2.0,274.0,32.89,47.24,yes
80338,Fouilloy,2.0,LNC,M,DUCROCQ,Yves,LE BON SENS POUR FOUILLOY,14.0,0.0,2.0,282.0,23.0,44.13,yes
80338,Fouilloy,1.0,LNC,M,GRIMAL,Dominique,CONTINUONS ENSEMBLE POUR FOUILLOY,2.0,0.0,0.0,124.0,10.11,19.41,no
80338,Fouilloy,3.0,LNC,M,SMERDA,Stéphane,POUR VOUS ET AVEC VOUS,3.0,0.0,1.0,233.0,19.0,36.46,no
80442,Hombleux,2.0,LNC,M,DUPRÉ,Benoît,Union pour la commune nouvelle d'Hombleux,1.0,0.0,0.0,72.0,8.28,12.61,no
80442,Hombleux,1.0,LNC,M,FRISON,Fabrice,Pour l'avenir de tous.,4.0,0.0,1.0,230.0,26.44,40.28,no
80442,Hombleux,3.0,LNC,M,LEFEBVRE,Eric,Agir avec vous.,14.0,0.0,2.0,269.0,30.92,47.11,yes
80489,Longueau,1.0,LDIV,M,DEVAUX,Fabrice,POUR UNE VILLE PLUS BELLE ET PLUS JUSTE,1.0,0.0,0.0,180.0,4.54,8.91,no
80489,Longueau,3.0,LDVG,M,OURDOUILLÉ,Pascal,ECOUTER ET AGIR,23.0,0.0,3.0,1054.0,26.6,52.18,yes
80489,Longueau,2.0,LDVG,F,MARCHAND,Nathalie,"INNOVER, REUSSIR, RASSEMBLER LA GAUCHE AVEC Nathalie MARCHAND",5.0,0.0,1.0,786.0,19.84,38.91,no
80561,Montdidier,2.0,LDVG,F,QUIGNON,Catherine,UN NOUVEAU SOUFFLE POUR MONTDIDIER,23.0,0.0,12.0,1228.0,28.06,57.06,yes
80561,Montdidier,5.0,LDIV,M,LHEUREUX,Tony,IMAGINONS ET CONSTRUISONS MONTDIDIER DE DEMAIN,4.0,0.0,2.0,592.0,13.53,27.51,no
80561,Montdidier,3.0,LDIV,M,SERRES,Jean-Michel,Montdidier au Coeur,2.0,0.0,1.0,332.0,7.59,15.43,no
80620,Péronne,3.0,LDVG,F,KUMM,Valérie,"Ensemble, redonnons un avenir à Péronne.",5.0,0.0,3.0,979.0,17.74,38.62,no
80620,Péronne,4.0,LDIV,M,MAES,Gautier,"Avec vous, écouter pour agir.",21.0,0.0,13.0,1004.0,18.19,39.61,yes
80620,Péronne,5.0,LDVD,F,DHEYGERS,Thérèse,Générations Péronne 2020,3.0,0.0,2.0,552.0,10.0,21.78,no
80677,Roisel,2.0,LNC,M,D'HAUSSY,Jean-François,CONTINUONS ENSEMBLE,3.0,0.0,1.0,285.0,22.62,37.3,no
80677,Roisel,4.0,LNC,M,VASSEUR,Claude,Réussir ensemble,2.0,0.0,0.0,162.0,12.86,21.2,no
80677,Roisel,1.0,LNC,M,FLAMENT,Jean-Jacques,Agir pour Roisel.,14.0,0.0,3.0,317.0,25.16,41.49,yes
80799,Villers-Bretonneux,2.0,LDIV,M,SIMON,Patrick,Pour un engagement durable à Villers-Bretonneux,4.0,0.0,1.0,410.0,11.83,27.97,no
80799,Villers-Bretonneux,3.0,LDIV,M,DINOUARD,Didier,VILLERS AUTREMENT,20.0,0.0,7.0,608.0,17.54,41.47,yes
80799,Villers-Bretonneux,1.0,LDVG,M,LAVOISIER,Eric,Bien vivre à Villers-Bretonneux,3.0,0.0,1.0,354.0,10.21,24.15,no
80799,Villers-Bretonneux,4.0,LDIV,F,MALARME,Anne,ALORS OSONS,0.0,0.0,0.0,94.0,2.71,6.41,no
81004,Albi,4.0,LRN,M,CABROLIER,Frédéric,Rassemblement Pour les Albigeois,2.0,0.0,1.0,1245.0,3.8,10.17,no
81004,Albi,1.0,LUG,F,FERRAND-LEFRANC,Nathalie,COLLECTIF VERT ALBI,8.0,0.0,5.0,4885.0,14.92,39.89,no
81004,Albi,5.0,LDVC,F,GUIRAUD-CHAUMEIL,Stéphanie,AVEC VOUS POUR ALBI,33.0,0.0,19.0,6117.0,18.68,49.95,yes
81038,Brens,2.0,LNC,M,TERRAL,Michel,BRENS ENSEMBLE POUR L'AVENIR,15.0,0.0,2.0,505.0,28.5,51.58,yes
81038,Brens,3.0,LNC,F,BRETAGNE,Evelyne,BRENS COEUR DE PROJET,4.0,0.0,0.0,474.0,26.75,48.42,no
81060,Carmaux,4.0,LRN,M,LEGRIS,Christian,RASSEMBLEMENT POUR CARMAUX,1.0,0.0,0.0,327.0,4.74,10.81,no
81060,Carmaux,3.0,LUG,M,ESPIÉ,Alain,"POUR CARMAUX LA GAUCHE RASSEMBLÉE, SOCIALE,  ÉCOLOGIQUE ET SOLIDAIRE",5.0,0.0,3.0,1031.0,14.96,34.09,no
81060,Carmaux,1.0,LDVC,M,FOUILLADE,Jean-Marc,CARMAUX 2026 avec Jean-Marc FOUILLADE,0.0,0.0,0.0,183.0,2.65,6.05,no
81060,Carmaux,2.0,LDVG,M,BOUSQUET,Jean-Louis,"CONVERGENCES CITOYENNES ""UN NOUVEAU SOUFFLE POUR CARMAUX""",23.0,0.0,12.0,1483.0,21.51,49.04,yes
81099,Gaillac,1.0,LDVG,F,BONELLO,Marie-Françoise,UNION POUR GAILLAC,5.0,0.0,2.0,1065.0,10.13,28.0,no
81099,Gaillac,3.0,LDVG,M,DOMENECH,Thomas,LA LISTE CITOYENNE POUR GAILLAC,1.0,0.0,0.0,318.0,3.02,8.36,no
81099,Gaillac,2.0,LDIV,M,BOYER,Dominique,TOUS UNIS POUR GAILLAC,1.0,0.0,1.0,409.0,3.89,10.75,no
81099,Gaillac,4.0,LDVD,M,GAUSSERAND,Patrice,GAILLAC NOUS RASSEMBLE 2020,26.0,0.0,12.0,2011.0,19.12,52.88,yes
81105,Graulhet,5.0,LDVG,M,AZNAR,Blaise,POUR GRAULHET,24.0,0.0,9.0,1578.0,17.41,44.02,yes
81105,Graulhet,1.0,LRN,M,BACOU,Julien,GRAULHET RASSEMBLÉE,4.0,0.0,1.0,918.0,10.13,25.61,no
81105,Graulhet,3.0,LDIV,M,JOLY,Jean-Luc,SERVIR GRAULHET,5.0,0.0,2.0,1089.0,12.02,30.38,no
81144,Lescure-d'Albigeois,1.0,LDVG,F,CLAVERIE,Elisabeth,LESCURE A VENIR,20.0,0.0,2.0,944.0,25.9,43.18,yes
81144,Lescure-d'Albigeois,3.0,LDVD,M,SALABERT,Francis,LESCURE 2030,3.0,0.0,0.0,559.0,15.34,25.57,no
81144,Lescure-d'Albigeois,2.0,LDVG,M,PELLIEUX,Ghislain,Ghislain PELLIEUX-LESCURE 2020-Ensemble pour un projet citoyen et solidaire,4.0,0.0,1.0,683.0,18.74,31.24,no
81220,Rabastens,4.0,LECO,F,MADESCLAIR,Sandrine,COULEURS RABASTINOISES,1.0,0.0,0.0,161.0,3.62,6.66,no
81220,Rabastens,1.0,LDVG,M,BREST,Alain,LES RABASTINOIS AU COEUR,2.0,0.0,0.0,410.0,9.22,16.96,no
81220,Rabastens,2.0,LDIV,F,CAMPREDON,Sarah,ENGAGÉS POUR RABASTENS,5.0,0.0,1.0,809.0,18.2,33.47,no
81220,Rabastens,3.0,LDIV,M,GERAUD,Nicolas,"RABASTENS, UN NOUVEAU DÉPART",21.0,0.0,4.0,1037.0,23.32,42.9,yes
81273,Saïx,1.0,LDVG,M,PAULIN,Francis,Ensemble Construisons l'Avenir,5.0,0.0,1.0,630.0,22.93,42.45,no
81273,Saïx,3.0,LDVD,M,ARMENGAUD,Jacques,DEMAIN AGIR AUTREMENT,22.0,0.0,5.0,854.0,31.09,57.55,yes
81325,Viviers-lès-Montagnes,3.0,LNC,F,BARBERI,Françoise,"VIVIERS, ENSEMBLE",4.0,0.0,1.0,389.0,25.76,47.91,no
81325,Viviers-lès-Montagnes,2.0,LNC,M,VEUILLET,Alain,VIVIERS AU COEUR,15.0,0.0,2.0,423.0,28.01,52.09,yes
82033,Castelsarrasin,1.0,LDVC,M,BESIERS,Jean-Philippe,Pour Castel Tout Simplement,25.0,0.0,13.0,2039.0,20.89,51.91,yes
82033,Castelsarrasin,3.0,LDVD,M,ANGLES,André,TOUS POUR CASTELSARRASIN,6.0,0.0,3.0,1401.0,14.35,35.67,no
82033,Castelsarrasin,4.0,LDVG,M,BENECH,Eric,Castel Ensemble,2.0,0.0,1.0,488.0,5.0,12.42,no
82038,Caylus,3.0,LNC,M,COUSI,Vincent,AGIR POUR CAYLUS,12.0,0.0,4.0,322.0,27.76,45.67,yes
82038,Caylus,2.0,LNC,M,MIQUEL,Bernard,ENSEMBLE AUTREMENT POUR CAYLUS,0.0,0.0,0.0,75.0,6.47,10.64,no
82038,Caylus,1.0,LNC,M,BENAVENT,Jean-Pierre,CAYLUS VERS L'AVENIR,3.0,0.0,1.0,308.0,26.55,43.69,no
82075,Grisolles,3.0,LDVC,M,CASTELLA,Serge,AGIR AVEC LES GRISOLLAIS,21.0,0.0,4.0,706.0,25.24,49.65,yes
82075,Grisolles,2.0,LDVG,F,JEANGIN,Mélanie,J'AIME GRISOLLES,5.0,0.0,1.0,594.0,21.24,41.77,no
82075,Grisolles,1.0,LSOC,M,SAPIN,Geoffrey,Réinventons Grisolles !,1.0,0.0,0.0,122.0,4.36,8.58,no
82096,La Ville-Dieu-du-Temple,3.0,LNC,M,PAILLAS,Alain,Alternative Théopolitaine,5.0,0.0,1.0,390.0,19.83,43.24,no
82096,La Ville-Dieu-du-Temple,2.0,LNC,M,BRIOIS,Dominique,AGISSONS POUR L'AVENIR,18.0,0.0,3.0,512.0,26.03,56.76,yes
82112,Moissac,2.0,LRN,M,LOPEZ,Romain,Retrouvons Moissac,27.0,0.0,14.0,2989.0,34.21,62.45,yes
82112,Moissac,3.0,LDVG,F,HEMMAMI,Estelle,Territoires et Moissac Solidaires,6.0,0.0,3.0,1797.0,20.57,37.55,no
82121,Montauban,5.0,LUG,M,HILION,Arnaud,L'ALTERNATIVE POUR MONTAUBAN,11.0,0.0,5.0,7087.0,17.27,45.54,no
82121,Montauban,2.0,LLR,F,BAREGES,Brigitte,POUR MONTAUBAN,38.0,0.0,19.0,8475.0,20.66,54.46,yes
82131,Montpezat-de-Quercy,2.0,LNC,M,BARON,Didier,MONTPEZAT AVEC VOUS,1.0,0.0,0.0,80.0,6.13,10.74,no
82131,Montpezat-de-Quercy,1.0,LNC,M,MOUNIE,Gérard,ENSEMBLE POUR DEMAIN,15.0,0.0,2.0,398.0,30.47,53.42,yes
82131,Montpezat-de-Quercy,3.0,LNC,M,MASSEGLIA,Richard,MONTPEZ@T DE QUERCY DEMAIN !,3.0,0.0,0.0,267.0,20.44,35.84,no
82134,Nègrepelisse,3.0,LDVD,M,CAMBON,Yann,Union pour Nègrepelisse,5.0,0.0,1.0,697.0,18.04,36.21,no
82134,Nègrepelisse,1.0,LDVG,M,TELLIER,Morgan,BIEN VIVRE A NEGREPELISSE,24.0,0.0,8.0,1228.0,31.79,63.79,yes
82161,Saint-Etienne-de-Tulmont,2.0,LDVG,F,RAYNAL,Fatiha,Changeons pour un avenir durable,2.0,0.0,0.0,286.0,10.04,18.39,no
82161,Saint-Etienne-de-Tulmont,4.0,LDVD,M,LAFOURCADE,Yves,AGIR POUR SAINT-ETIENNE-DE-TULMONT,5.0,0.0,1.0,626.0,21.97,40.26,no
82161,Saint-Etienne-de-Tulmont,1.0,LDVD,M,MASSIP,Eric,S'UNIR POUR CONSTRUIRE DEMAIN,20.0,0.0,5.0,643.0,22.57,41.35,yes
82190,Verdun-sur-Garonne,1.0,LDIV,M,RASPIDE,Jean-Marc,VERDUN UN AVENIR POUR CHACUN,6.0,0.0,1.0,739.0,20.97,44.9,no
82190,Verdun-sur-Garonne,2.0,LDVG,M,TUYERES,Stéphane,Verdun pour Tous,21.0,0.0,5.0,907.0,25.74,55.1,yes
83004,Les Arcs,1.0,LDIV,F,GONZALES,Nathalie,LES ARCS ENSEMBLE,24.0,0.0,3.0,1539.0,26.89,60.81,yes
83004,Les Arcs,2.0,LDIV,M,DATCHY,Nicolas,"AIMER SA VILLE DES ARCS-SUR-ARGENS, C'EST LA FAIRE VIVRE",5.0,0.0,1.0,992.0,17.33,39.19,no
83008,Bagnols-en-Forêt,4.0,LNC,M,BOUCHARD,René,Ensemble pour un développement maîtrisé,17.0,0.0,2.0,560.0,24.87,44.8,yes
83008,Bagnols-en-Forêt,1.0,LNC,M,SAILLET,Jérôme,UN NOUVEL ÉLAN BAGNOLAIS,3.0,0.0,1.0,339.0,15.05,27.12,no
83008,Bagnols-en-Forêt,2.0,LNC,F,BERTLOT,Isabelle,BAGNOLS ENSEMBLE,1.0,0.0,0.0,146.0,6.48,11.68,no
83008,Bagnols-en-Forêt,3.0,LNC,M,DUYRAT,Denis,Bagnols 2020,2.0,0.0,0.0,205.0,9.1,16.4,no
83009,Bandol,4.0,LLR,M,BAYLE,Marc,BANDOL AMBITIONS,7.0,0.0,1.0,2156.0,25.54,47.48,no
83009,Bandol,5.0,LDVC,M,JOSEPH,Jean-Paul,Une vision d'avenir pour Bandol,22.0,0.0,4.0,2385.0,28.25,52.52,yes
83011,Bargemon,2.0,LNC,F,HILLENIUS,Madou,S'investir pour Bargemon,0.0,0.0,0.0,81.0,7.01,10.29,no
83011,Bargemon,3.0,LNC,M,BACQUET,Yves,Mieux vivre à Bargemon,3.0,0.0,0.0,331.0,28.66,42.06,no
83011,Bargemon,1.0,LNC,F,DECARLIS,Nadine,UN NOUVEAU DEPART POUR BARGEMON,12.0,0.0,1.0,375.0,32.47,47.65,yes
83012,Barjols,2.0,LNC,F,VENTURINO-GABELLE,Cathy,AGIR POUR BARJOLS,18.0,0.0,4.0,767.0,30.74,53.23,yes
83012,Barjols,4.0,LNC,M,APARICIO,André,"POUR BARJOLS, AGISSONS A LA SOURCE",5.0,0.0,1.0,674.0,27.01,46.77,no
83016,Le Beausset,5.0,LREM,M,ALIMI,Claude,LE BEAUSSET EN MARCHE,2.0,0.0,0.0,588.0,7.4,18.04,no
83016,Le Beausset,6.0,LRN,M,CAMUS,Richard,UNISSONS NOUS POUR LE BEAUSSET,1.0,0.0,0.0,288.0,3.62,8.84,no
83016,Le Beausset,1.0,LDVD,F,AUDIFFREN BOUSAHLA,Laurence,L'ELAN BEAUSSETAN,2.0,0.0,0.0,581.0,7.31,17.83,no
83016,Le Beausset,3.0,LDIV,M,FRIEDLER,Edouard,LE BEAUSSET RASSEMBLE 2020,24.0,0.0,6.0,1802.0,22.67,55.29,yes
83032,Carcès,1.0,LNC,M,FERRETTO-REGGI,Nicolas,VIVRE POUR LE MEILLEUR A CARCES,1.0,0.0,0.0,167.0,5.93,9.91,no
83032,Carcès,2.0,LNC,M,RAVANELLO,Alain,CARCES ENSEMBLE,18.0,0.0,1.0,926.0,32.88,54.92,yes
83032,Carcès,3.0,LNC,M,GENRE,Patrick,LE PLUS BEL AVENIR POUR CARCES,4.0,0.0,0.0,593.0,21.06,35.17,no
83034,Carqueiranne,3.0,LDVC,M,BENCIVENGO,Alain,RASSEMBLEMENT POUR CARQUEIRANNE AUTREMENT,3.0,0.0,0.0,1027.0,11.51,21.68,no
83034,Carqueiranne,2.0,LLR,M,GALIAN,Alain,GALIAN 2020,4.0,0.0,0.0,1350.0,15.13,28.51,no
83034,Carqueiranne,1.0,LDVD,M,LATIL,Arnaud,UN ELAN POUR CARQUEIRANNE,22.0,0.0,1.0,2359.0,26.44,49.81,yes
83042,Cogolin,1.0,LDVC,F,ESCARRAT,Mireille,UNIS POUR COGOLIN,7.0,0.0,2.0,1698.0,21.39,41.98,no
83042,Cogolin,4.0,LEXD,M,LANSADE,Marc Etienne,RASSEMBLEMENT POUR COGOLIN,26.0,0.0,7.0,2347.0,29.57,58.02,yes
83049,Cuers,4.0,LDVD,M,BIZIEN,Yann,CUERS 2020 : TOUS POUR LA VILLE QUE NOUS VOULONS,5.0,0.0,1.0,1107.0,12.93,29.72,no
83049,Cuers,3.0,LDVC,M,MOUTTET,Bernard,REUSSISSONS CUERS,23.0,0.0,4.0,1321.0,15.43,35.46,yes
83049,Cuers,1.0,LDVD,M,BAZILE,Benoit,CUERS 2020 FIER DE MA VILLE,1.0,0.0,0.0,420.0,4.91,11.28,no
83049,Cuers,5.0,LRN,M,CHABLE,Pierre-Laurent,CUERS SE RÉVEILLE,4.0,0.0,0.0,877.0,10.24,23.54,no
83055,Fayence,1.0,LDVD,M,HENRY,Bernard,FAYENCE C'EST VOUS,23.0,0.0,5.0,983.0,22.28,54.43,yes
83055,Fayence,4.0,LDIV,M,ORFEO,Marco,FAYENCE HERITAGE ET RENOUVEAU,6.0,0.0,1.0,823.0,18.65,45.57,no
83058,Flayosc,1.0,LDVC,M,TAILLANDIER,Christian,AMBITION FLAYOSC 2020,4.0,0.0,1.0,559.0,14.95,30.09,no
83058,Flayosc,3.0,LDVD,M,DESCHODT,Bernard,Flayosc demain,3.0,0.0,0.0,428.0,11.45,23.04,no
83058,Flayosc,2.0,LDVD,F,ALSTERS,Karine,NATURELLEMENT FLAYOSC,20.0,0.0,2.0,871.0,23.3,46.88,yes
83059,Forcalqueiret,3.0,LNC,M,GAUTIER,Pierre,FORCALQUEIRET PARTAGEONS DEMAIN,3.0,0.0,0.0,344.0,14.9,28.2,no
83059,Forcalqueiret,4.0,LNC,F,BAVAN,Dorella,"FORCALQUEIRET, L'EQUIPE POUR UN NOUVEAU DEPART",1.0,0.0,0.0,109.0,4.72,8.93,no
83059,Forcalqueiret,1.0,LNC,M,BRINGANT,Gilbert,AVEC GILBERT BRINGANT 100% FORCALQUEIRET,18.0,0.0,1.0,629.0,27.25,51.56,yes
83059,Forcalqueiret,2.0,LNC,M,DANVY,Jacques,Rassemblement pour Forcalqueiret,1.0,0.0,0.0,138.0,5.98,11.31,no
83062,La Garde,3.0,LLR,M,MASSON,Jean-Louis,LA GARDE ENSEMBLE POUR CHACUN ET POUR TOUS,27.0,0.0,4.0,3386.0,17.91,49.71,yes
83062,La Garde,2.0,LDVG,M,DURBANO,Michel,UNIS POUR LA GARDE,7.0,0.0,1.0,2788.0,14.75,40.93,no
83062,La Garde,1.0,LCOM,M,CAMATTE,Michel,NOTRE VILLE Å GAUCHE,1.0,0.0,0.0,637.0,3.37,9.35,no
83064,Garéoult,1.0,LDVD,M,PETRO,André,"CONSTRUIRE LE DEVENIR, AMELIORER L'AVENIR",3.0,0.0,0.0,440.0,8.86,24.24,no
83064,Garéoult,3.0,LDIV,M,TESSON,Jérôme,EN AVANT GAREOULT,3.0,0.0,0.0,349.0,7.03,19.23,no
83064,Garéoult,4.0,LDVD,M,FABRE,Gérard,FIDELITE AU PAYS - UNITE - DIVERSITE,23.0,0.0,3.0,1026.0,20.67,56.53,yes
83069,Hyères,7.0,LDVD,M,POLITI,Jacques,HYÈRES TOUT NATURELLEMENT,9.0,0.0,2.0,6030.0,15.09,39.17,no
83069,Hyères,3.0,LRN,M,KBAÏER,Yves,ALLIANCES POUR HYERES,2.0,0.0,0.0,1945.0,4.87,12.63,no
83069,Hyères,4.0,LLR,M,GIRAN,Jean-Pierre,UNE PASSION POUR HYERES,34.0,0.0,9.0,7421.0,18.57,48.2,yes
83070,Le Lavandou,4.0,LECO,M,FÉLIZIA,Jean-Laurent,LAVANDOU RASSEMBLEMENT,7.0,0.0,1.0,1479.0,26.98,47.54,no
83070,Le Lavandou,2.0,LLR,M,BERNARDI,Gil,REGAIN POUR LE LAVANDOU,22.0,0.0,2.0,1632.0,29.78,52.46,yes
83073,Le Luc,5.0,LRN,M,VERRELLE,Pascal,"DEMAIN, LE LUC",7.0,0.0,2.0,1428.0,19.25,44.27,no
83073,Le Luc,4.0,LDVC,M,LAIN,Dominique,"LE LUC ENSEMBLE, LE LUC DEMAIN",26.0,0.0,8.0,1798.0,24.24,55.73,yes
83092,Pignans,1.0,LDVD,F,YZQUIERDO,Laurence,Agir pour Pignans,4.0,0.0,0.0,469.0,15.0,28.86,no
83092,Pignans,3.0,LDVD,M,BRUN,Fernand,L'IMPORTANT C'EST PIGNANS,23.0,0.0,4.0,1156.0,36.97,71.14,yes
83094,Le Plan-de-la-Tour,3.0,LNC,M,REVEILLON,Thierry,"UN TERROIR, UN VILLAGE POUR DEMAIN",3.0,0.0,0.0,387.0,14.54,25.18,no
83094,Le Plan-de-la-Tour,4.0,LNC,M,GIUBERGIA,Laurent,ENSEMBLE POUR NOTRE ESPRIT VILLAGE,17.0,0.0,2.0,657.0,24.69,42.75,yes
83094,Le Plan-de-la-Tour,2.0,LNC,M,BRANSIEC,Frédéric,UNION POUR LE PLAN DE LA TOUR,3.0,0.0,0.0,493.0,18.53,32.08,no
83098,Le Pradet,5.0,LLR,M,STASSINOS,Hervé,ENSEMBLE CONTINUONS POUR LE PRADET,25.0,0.0,2.0,2409.0,26.11,48.53,yes
83098,Le Pradet,7.0,LDVD,M,RIQUELME,Lionel,EN EQUIPE POUR LE PRADET,1.0,0.0,0.0,373.0,4.04,7.51,no
83098,Le Pradet,2.0,LDVG,M,PEZERY,Bernard,REUSSIR LE PRADET ENSEMBLE,7.0,0.0,0.0,2182.0,23.65,43.96,no
83099,Puget-sur-Argens,1.0,LRN,M,GILETTI,Frank,AVEC VOUS LE PUGET DE DEMAIN,5.0,0.0,1.0,956.0,15.18,30.9,no
83099,Puget-sur-Argens,2.0,LDVD,M,BOUDOUBE,Paul,Notre engagement c'est Puget,20.0,0.0,2.0,1136.0,18.04,36.72,yes
83099,Puget-sur-Argens,5.0,LDVC,M,MORFEA,Stéphane,STÉPHANE MORFÉA 2020,3.0,0.0,0.0,729.0,11.58,23.56,no
83099,Puget-sur-Argens,3.0,LDVC,M,BARKATE,Alain,TOUS PUGETOIS !,1.0,0.0,0.0,273.0,4.34,8.82,no
83100,Puget-Ville,2.0,LDVC,F,FLOCH-MALAN,Marie-Laurence,FAIRE BATTRE A NOUVEAU LE COEUR DE PUGET-VILLE,4.0,0.0,1.0,416.0,13.13,28.75,no
83100,Puget-Ville,3.0,LDVD,F,ALTARE,Catherine,CONTINUONS ENSEMBLE POUR PUGET,21.0,0.0,3.0,743.0,23.45,51.35,yes
83100,Puget-Ville,1.0,LDIV,M,GHEZALI,Tayeb,"Ensemble, construisons l'avenir de Puget-Ville",2.0,0.0,0.0,288.0,9.09,19.9,no
83104,Rians,1.0,LDVD,M,MANCER,Yves,"RIANS, l'ambition de l'avenir",3.0,0.0,1.0,463.0,12.59,23.54,no
83104,Rians,3.0,LDVD,M,BREMOND,Nicolas,DES CITOYENS PROCHES DE VOUS,22.0,0.0,6.0,1221.0,33.21,62.07,yes
83104,Rians,2.0,LDVD,M,BLANCHARD,Damien,RIANS AUTREMENT,2.0,0.0,0.0,283.0,7.7,14.39,no
83106,Rocbaron,3.0,LDIV,M,QUINCHON,Dominique,Rocbaron avec vous,3.0,0.0,0.0,405.0,10.07,23.75,no
83106,Rocbaron,2.0,LDVD,M,FELIX,Jean-Claude,"UNE EQUIPE, UNE PASSION, ROCBARON",22.0,0.0,2.0,843.0,20.95,49.44,yes
83106,Rocbaron,4.0,LRN,F,HOET,Jessica,LE BON SENS POUR ROCBARON,4.0,0.0,0.0,457.0,11.36,26.8,no
83107,Roquebrune-sur-Argens,1.0,LDVD,M,LUCHINI,Julien,J'aime Roquebrune avec Julien LUCHINI,3.0,0.0,0.0,922.0,7.35,18.34,no
83107,Roquebrune-sur-Argens,2.0,LDVC,M,CAYRON,Jean,Réussir ensemble,26.0,0.0,5.0,2853.0,22.73,56.74,yes
83107,Roquebrune-sur-Argens,7.0,LDIV,M,TISSIER,Ken,KEN TISSIER,4.0,0.0,1.0,1253.0,9.98,24.92,no
83110,Rougiers,3.0,LNC,M,FICHBEN,Jean-Marc,UNIS POUR ROUGIERS,0.0,0.0,0.0,57.0,4.85,7.04,no
83110,Rougiers,2.0,LNC,M,TONARELLI,Patrice,ROUGIERS DEMAIN,15.0,0.0,1.0,408.0,34.72,50.37,yes
83110,Rougiers,1.0,LNC,M,CODOL,Philippe,Passionnément Rougiers,4.0,0.0,0.0,345.0,29.36,42.59,no
83112,Saint-Cyr-sur-Mer,2.0,LDVD,M,BARTHÉLEMY,Philippe,Ensemble pour Saint-Cyr,25.0,0.0,6.0,2553.0,22.94,50.53,yes
83112,Saint-Cyr-sur-Mer,3.0,LDVG,M,OLIVIER,Dominique,"AVEC VOUS, UN NOUVEL ELAN",2.0,0.0,0.0,726.0,6.52,14.37,no
83112,Saint-Cyr-sur-Mer,1.0,LDVD,M,MAUBE,Yvan,NOTRE FORCE POUR SAINT CYR,6.0,0.0,2.0,1773.0,15.93,35.1,no
